audio_path,text,duration,source,language
src\autolyrics\data\data\processed\vocals\Schnodderdodder_-_Abendblau_0005.wav,der schnotter der rotzlopfer der rassel quassel und der schlimme schlammassel der fiese keim in dem gelben schleim die spützeln hitze und das ganze geschwitze und ich zieh ihn den schnaller hoch ja,19.700000000000017,Schnodderdodder_-_Abendblau,de
src\autolyrics\data\data\processed\vocals\Schnodderdodder_-_Abendblau_0006.wav,ich ziehe den schnorler hoch,12.5,Schnodderdodder_-_Abendblau,de
src\autolyrics\data\data\processed\vocals\Sehnsucht-Unplugged_-_REH-TORTE_0000.wav,ist der erste teil des wir stehen auf der stelle die zilsdruck bewegt sich nicht wir stehen auf der stelle und meilen weit,28.04,Sehnsucht-Unplugged_-_REH-TORTE,de
src\autolyrics\data\data\processed\vocals\Sehnsucht-Unplugged_-_REH-TORTE_0001.wav,kein land in sicht die sonne steht am horizont das fall und wärmt nicht mehr der oceane ist kalt und tief und der proviant ist leer wir stehen auf der stelle und keiner weiß wie es weitergeht wir,25.74000000000001,Sehnsucht-Unplugged_-_REH-TORTE,de
src\autolyrics\data\data\processed\vocals\Sehnsucht-Unplugged_-_REH-TORTE_0002.wav,stehen auf der stelle wer weint wohin der nimmt,6.019999999999996,Sehnsucht-Unplugged_-_REH-TORTE,de
src\autolyrics\data\data\processed\vocals\Sehnsucht-Unplugged_-_REH-TORTE_0003.wav,nacht fällt wie ein sanftes tuch und tönt meine träume ein die segel ziffern sich denn der wind läst voll hinein die bogen zifunkern und sterne fangen vom firma mens der mut hängt wie ein nassersack,26.47999999999999,Sehnsucht-Unplugged_-_REH-TORTE,de
src\autolyrics\data\data\processed\vocals\Sehnsucht-Unplugged_-_REH-TORTE_0004.wav,der meine sehnsucht kennt wir stehen auf der stelle wir geben nichts mehr von uns her man schreibt das ist ein voller fahrt und vor uns liegt das meer,22.900000000000006,Sehnsucht-Unplugged_-_REH-TORTE,de
src\autolyrics\data\data\processed\vocals\Sehnsucht-Unplugged_-_REH-TORTE_0005.wav,habe mich mit der hand auf die hand geholfen ich habe mich mit der hand auf die hand geholfen ich habe mich mit der hand auf die hand geholfen ich,10.079999999999984,Sehnsucht-Unplugged_-_REH-TORTE,de
src\autolyrics\data\data\processed\vocals\Sehnsucht-Unplugged_-_REH-TORTE_0006.wav,habe mich mit der hand auf die hand geholfen ich habe mich mit der hand auf die hand geholfen ich glaube ich gehe jetzt in die badewanne kommst du mit vielleicht später muss noch katta für chillen,26.880000000000024,Sehnsucht-Unplugged_-_REH-TORTE,de
src\autolyrics\data\data\processed\vocals\SHANEY_23_feat._G1NA_G._x_In_den_Strassen_-_Shaney_23_0000.wav,wir geben alles für die kampagnen folgt mir auffällig zum hauptmenü mit neuer lieblingsbaby in jeder city vorbei in der launch an jeder security hab mit abstand die kuhside erledigt halte mein gleichgewicht im jinge und lange hab einen inneren drang für den perfekten klang vom aussehen her bin ich blickfang von hier in alle straßen entlang in die kassen leuchten,26.040000000000003,SHANEY_23_feat._G1NA_G._x_In_den_Strassen_-_Shaney_23,de
src\autolyrics\data\data\processed\vocals\SHANEY_23_feat._G1NA_G._x_In_den_Strassen_-_Shaney_23_0001.wav,die sterne klar so unerreichbar und doch so nah licht erscheinen auf das phanorama auf jeden block bis zum himalaya g rap sind die kartkärften schick einer dunkelheit allein auf der straße chillen in der beine schisch aber komm' uns vor wie ein hollywoodstar mein label kommt vollpowervoll ich gier die szene wie ein großmobul mein sound kommt,26.08,SHANEY_23_feat._G1NA_G._x_In_den_Strassen_-_Shaney_23,de
src\autolyrics\data\data\processed\vocals\SHANEY_23_feat._G1NA_G._x_In_den_Strassen_-_Shaney_23_0002.wav,cool von hier bis nach istanbul hab cooles faktor hochzähn krieg in den neuen straßen evergreen mach euch zur gefolgschaft wie ein azzelmin lähn nicht zurück und schalt youtube an trück auf play auf deinem touchscreen der textin halt ihn zu macht er halt bin eiskalt wie der schnee auf der champs elysées in roten ferraris über die autobahn nach paris verstecke,25.78,SHANEY_23_feat._G1NA_G._x_In_den_Strassen_-_Shaney_23,de
src\autolyrics\data\data\processed\vocals\SHANEY_23_feat._G1NA_G._x_In_den_Strassen_-_Shaney_23_0003.wav,in sechs sekokern gepackt von 323 über den bozac check gib mir alle mal den meisten respekt für meine ganzen aktion entdeh' ich millionen in die straßen leuchten die sterne klar so ohne eichbaum doch so nah licht erscheinen auf das phanorama fiebenblock bis zur himalaya g rap sind die kartkämpfenschieke eine dunkelheit,25.279999999999987,SHANEY_23_feat._G1NA_G._x_In_den_Strassen_-_Shaney_23,de
src\autolyrics\data\data\processed\vocals\SHANEY_23_feat._G1NA_G._x_In_den_Strassen_-_Shaney_23_0004.wav,allein auf der straße chillen in der bahn ne chisha war komm' uns vor wie ein hollywood star shady's aint 20 g rap unikat du denkst nur ihn seid hart aber ich schwöre die was ich tat katheiner zuvor mir ich steche aus der masse hinaus wie ein clubhaus neon light effects bitches ziehen sich für mich aus illuminatos teilweise in keilein bündel,24.460000000000008,SHANEY_23_feat._G1NA_G._x_In_den_Strassen_-_Shaney_23,de
src\autolyrics\data\data\processed\vocals\SHANEY_23_feat._G1NA_G._x_In_den_Strassen_-_Shaney_23_0005.wav,doppelt so viel scheine oh ein text tellen wildtime in die box nämlich gar noch mit explorer oder freie fox dieser santos ffm kommt aus jeder box das ist wie gritlock auf foodstock sie geht schockt im rock wie punk rock jigskin fix du die heißeste g rapperin jojo mein papa riserin flach lag und danach mit dreifach reim zuschlag ich fick harco vom mutag,24.72,SHANEY_23_feat._G1NA_G._x_In_den_Strassen_-_Shaney_23,de
src\autolyrics\data\data\processed\vocals\SHANEY_23_feat._G1NA_G._x_In_den_Strassen_-_Shaney_23_0006.wav,mit sonntra in den nichtstraßen leuchten die sterne klar so unerreichbar und doch so nah licht erscheinen auf das panorama fiedenblok bis zum himalaya g raps in die kartkärmchen schieke eine dunkelheit allein auf der straße chillen in der weine schiechern wir komm tony i'm hollywood star,21.659999999999997,SHANEY_23_feat._G1NA_G._x_In_den_Strassen_-_Shaney_23,de
src\autolyrics\data\data\processed\vocals\Veränderung_-_doromusis_0000.wav,denke ich mir wie schön das leben ist alles läuft gut wie gut das tod die liebe das geld stimmt alles schick ich fühle mich ganz im glück,23.5,Veränderung_-_doromusis,de
src\autolyrics\data\data\processed\vocals\Veränderung_-_doromusis_0001.wav,das ist die zeit für veränderung mein chef sagt zeit für veränderung wir leben die veränderung veränderung halt jung ich pack die sachen denn morgen geht's schon los es tut mir leid um unsere zeit,26.32,Veränderung_-_doromusis,de
src\autolyrics\data\data\processed\vocals\Veränderung_-_doromusis_0002.wav,denk mal an mich und wünsch mir glück vielleicht komme ich ja mal zurück dann ist die zeit für veränderung mensch es sagt zeit für veränderung,22.259999999999998,Veränderung_-_doromusis,de
src\autolyrics\data\data\processed\vocals\Veränderung_-_doromusis_0003.wav,wir leben die veränderung veränderung hat jung gerade denke ich mir wie schönes leben ist alles läuft gut wie gut das tut denk mal an mich und wünsch mir glück vielleicht,25.88000000000001,Veränderung_-_doromusis,de
src\autolyrics\data\data\processed\vocals\Veränderung_-_doromusis_0004.wav,komme ich ja bald zurück das ist die zeit für veränderung mein chef sagt zeit für veränderung wir leben die veränderung veränderung hat jung,23.539999999999992,Veränderung_-_doromusis,de
src\autolyrics\data\data\processed\vocals\Veränderung_-_doromusis_0005.wav,ist die zeit für veränderung mensch jetzt ist zeit für veränderung wir leben die veränderung veränderung hält jung es ist die zeit für veränderung schon wieder eine veränderung und so geht das leben rum und wird schnell,22.72,Veränderung_-_doromusis,de
src\autolyrics\data\data\processed\vocals\Veränderung_-_doromusis_0006.wav,grauen komm zeit für veränderung,9.200000000000017,Veränderung_-_doromusis,de
